,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels,Conglomerados,NivelSocioEconomico
596,Coyoacan,Culhuacán,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,129,2,3,1,2400,2,MedioBajo,Medio
597,Tlalpan,Miguel Hidalgo,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,124,2,2,1,2150,2,MedioBajo,Medio
598,Gustavo A. Madero,Mártires de Río Blanco,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,60,1,2,0,980,2,MedioBajo,Medio
599,Tlalpan,Fuentes de Tepepan,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,109,2,2,2,3850,1,MedioAlto,Medio
600,Gustavo A. Madero,Lindavista Norte,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,0,90,2,3,1,796.847,2,MedioBajo,Medio
601,Iztapalapa,Xalpa,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,45,1,2,1,650,2,MedioBajo,Medio
602,Alvaro Obregon,Jardines del Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,0,1,198,3,3,3,9990,3,AltoBajo,Alto
603,Alvaro Obregon,Olivar de los padres,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,0,1,123,2,3,2,5000,1,MedioAlto,Medio
604,Gustavo A. Madero,Jorge Negrete,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,72,1,3,1,404.348,2,MedioBajo,Medio
605,Tlahuac,Del Mar,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,80,1,3,1,2156.945,2,MedioBajo,Medio
606,Iztapalapa,San Miguel,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,61,1,2,1,801.84,2,MedioBajo,Medio
607,Xochimilco,RINCÓN DEL SUR,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,0,123,2,3,1,2900,1,MedioAlto,Medio
608,Coyoacan,Pedregal de Santo Domingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,51,1,2,1,1874,2,MedioBajo,Medio
609,Gustavo A. Madero,El Coyol,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,79,1,3,0,886.68,2,MedioBajo,Medio
610,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,90,2,2,2,4449,1,MedioAlto,Medio
611,Xochimilco,San Lorenzo La Cebada,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,0,96,1,2,1,3882.84,1,MedioAlto,Medio
612,Venustiano Carranza,Artes Gráficas,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,1,1,80,1,2,1,658.652,2,MedioBajo,Medio
613,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,300,2,3,2,13500,3,AltoBajo,Alto
614,Benito Juárez,Xoco,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,1,1,1,111,2,2,2,7019.587,1,MedioAlto,Medio
615,Alvaro Obregon,Tizapan,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,190,3.5,3,3,8585,1,MedioAlto,Medio
616,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,0,0,227,2,3,2,10300,3,AltoBajo,Alto
617,Benito Juárez,Narvarte,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,68,1,2,2,3620,1,MedioAlto,Medio
618,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,308,3,3,3,15000,3,AltoBajo,Alto
619,Gustavo A. Madero,La Purísima Ticomán,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,70,2.5,3,1,550.777,2,MedioBajo,Medio
620,Tlahuac,San Juan,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,94,1,2,1,1007.5,2,MedioBajo,Medio
621,Alvaro Obregon,Rincon de la bolsa,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,193,3,3,3,12500,3,AltoBajo,Alto
622,Tlalpan,Lomas del Pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,158,3,2,3,13365,3,AltoBajo,Alto
623,Tlahuac,Los Olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,54,1,2,1,1057.5,2,MedioBajo,Medio
624,Iztapalapa,Casa Blanca,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,44,1,2,1,770,2,MedioBajo,Medio
625,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,1,1,1,138,2,3,2,4690,1,MedioAlto,Medio
626,Tlahuac,Villa centroamericana ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,52,1,2,1,321,2,MedioBajo,Medio
627,Tlalpan,Granjas Coapa,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,65,2,2,2,3316,1,MedioAlto,Medio
628,Alvaro Obregon,Tetelpan,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,213,2,3,2,7790,1,MedioAlto,Medio
629,Gustavo A. Madero,Gustavo A. Madero,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,70,1,2,1,876.831,2,MedioBajo,Medio
630,Alvaro Obregon,Las aguilas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,131,4,3,2,6980,1,MedioAlto,Medio
631,Alvaro Obregon,Independencia San Ramón,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,120,3,3,2,4990,1,MedioAlto,Medio
632,Miguel Hidalgo,Lomas de Chapultepec,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,0,1,250,4,3,3,13000,3,AltoBajo,Alto
633,Milpa alta,San Pedro Actocpan,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,95,1,3,1,1915,2,MedioBajo,Medio
634,Gustavo A. Madero,La Laguna Ticomán,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,60,1,2,0,285,2,MedioBajo,Medio
635,Tlahuac,Zapotitla,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,60,1,2,1,1018,2,MedioBajo,Medio
636,Coyoacan,Xotepingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,75,2,2,1,3980,1,MedioAlto,Medio
637,Tlahuac,Viola Centroamérica ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,52,1,2,1,730,2,MedioBajo,Medio
638,Venustiano Carranza,Morelos,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,65,1,2,1,804,2,MedioBajo,Medio
639,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,211,2,2,2,17500,3,AltoBajo,Alto
640,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,2,1,1450,2,MedioBajo,Medio
641,Venustiano Carranza,Morelos,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,50,1,2,1,580,2,MedioBajo,Medio
642,Iztapalapa,Martha Acatitla,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,46,1,2,1,790,2,MedioBajo,Medio
643,Coyoacan,Insurgentes San Angel,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,1,105,2,2,2,3350,1,MedioAlto,Medio
644,Cuahtemoc,Condesa,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,1,0,1,1,1,90,2,2,2,5600,1,MedioAlto,Medio
645,Alvaro Obregon,Las águilas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,158,2,3,3,9100,3,AltoBajo,Alto
646,Venustiano Carranza,Lorenzo Boturini,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,1,1,56,1,2,1,913.575,2,MedioBajo,Medio
647,Cuahtemoc,Santa Maria La Ribera,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,0,64,2,2,1,3295,1,MedioAlto,Medio
648,Cuahtemoc,Juárez,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,118,2,2,2,7517,1,MedioAlto,Medio
649,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,150,2,2,2,9646.867,3,AltoBajo,Alto
650,Iztapalapa,San Juan Xalpa,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,2,1,900,2,MedioBajo,Medio
651,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,66,1,2,1,1050,2,MedioBajo,Medio
652,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,1,1,1,1,146,3,3,2,8500,1,MedioAlto,Medio
653,Benito Juárez,Narvarte,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,1,0,0,1,1,99,2,2,1,5791.8,1,MedioAlto,Medio
654,Coyoacan,Villa Panamericana,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,1,64,1,2,1,2200,2,MedioBajo,Medio
655,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,90,1,3,1,1094.44,2,MedioBajo,Medio
656,Iztapalapa,Totli,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,50,1,2,1,650,2,MedioBajo,Medio
657,Azcapotzalco,Claveria,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,0,0,1,1,56,2,2,1,3090,1,MedioAlto,Medio
